AnomalyScore,AnomalyScore_normalized,CreateTime,CreateTimeUnix,EquipID,Recipe,EventDesc,SAW_ProductionStock_Z1,BladeOD_Z1,BladeThickness_Z1,FlangeODType_Z1,SAW_ProductionStock_Z2,BladeOD_Z2,BladeThickness_Z2,FlangeODType_Z2,ECID_4280,ECID_4290,ECID_6603,ECID_6611,ECID_6607,ECID_6615,ECID_4628,ECID_4629,ECID_6641,ECID_6640,ECID_6636,ECID_6637,ECID_6666,ECID_4204,ECID_4205,SVID_1404,SVID_1405,SVID_3223,SVID_1412,SVID_1413,SVID_1400,SVID_1401,SVID_1763,SVID_1765,SVID_1352,SVID_1353,SVID_1771,SVID_1775,SVID_1502,SVID_1503,SVID_1760,SVID_1759,SVID_1755,SVID_1756,SVID_1500,SVID_1501,SVID_1785,SVID_1764,SVID_1766
0.1553025908539556,0.7974852458752483,2025-06-03 01:39:05.760,1748914745,TSWD193,ISL0604P_C_1,Kerf Check End,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,24600,0,284.0,23616,19680,492,492,800,690,105156,84836,0,0,820,690,131,205,140,205,50000,40000,214,50000,40000
0.1553025908539556,0.7974852458752483,2025-06-03 01:39:05.760,1748914745,TSWD193,ISL0604P_C_1,Kerf Check End,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,24600,0,284.0,23616,19680,492,492,800,690,105156,84836,0,0,820,690,131,205,140,205,50000,40000,214,50000,40000
0.1553009172180782,0.797479954926152,2025-06-01 16:02:36.513,1748793756,TSWD193,STM0022S_B,Kerf Check Start,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,1968,6888,301.0,21648,11808,-492,-492,800,630,199898,59944,0,0,800,610,131,204,140,205,50000,29970,214,49950,29950
0.15528851580834774,0.7974407497271638,2025-06-02 07:43:07.847,1748850187,TSWD193,ISL0604P_C_1,Kerf Check Start,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,3048,3048,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,6888,984,306.0,26568,19680,-984,1476,780,710,105156,84836,0,0,800,710,205,204,139,206,50000,40000,214,50000,40000
0.1552836544397122,0.797425381238512,2025-05-31 01:56:02.110,1748656562,TSWD193,STM0022S_B,Kerf Check End,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,3048,3048,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,2952,5904,294.0,19680,14760,-492,-984,780,630,199898,206502,0,0,780,630,206,204,141,129,50000,29950,213,50000,29950
0.1552786967768503,0.7974097083300894,2025-06-04 04:05:36.320,1749009936,TSWD193,ISL0591P_A_1,Kerf Check Start,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,1968,984,296.0,27552,18696,-1476,0,800,710,105156,84836,0,0,800,710,204,205,139,130,50000,40000,503,50000,40000
0.15527296635511373,0.7973915924602528,2025-06-04 13:02:09.050,1749042129,TSWD193,ISL0591P_A_1,Kerf Check End,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,23616,984,292.0,26568,20664,984,0,780,690,105156,84836,0,0,780,710,205,203,141,130,49950,40000,214,49950,40000
0.15527272812144782,0.7973908393202083,2025-06-02 21:03:25.150,1748898205,TSWD193,ISL0604P_C_1,Kerf Check Start,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,1968,0,305.0,28536,15744,0,1476,780,710,105156,84836,0,0,800,710,205,203,139,130,49950,40000,506,49950,40000
0.15526365679672421,0.797362161686084,2025-06-01 18:28:29.513,1748802509,TSWD193,STM0022S_B,Kerf Check End,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,1968,16728,304.0,24600,17712,1968,-1476,800,630,199898,206502,0,0,800,610,132,204,143,205,49950,29970,214,49950,29970
0.15525254327651933,0.7973270279568903,2025-06-01 09:06:10.317,1748768770,TSWD193,STM0022S_B,Kerf Check Start,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,2952,4920,293.0,23616,13776,-492,492,800,610,199898,206502,0,0,800,630,204,203,140,130,49950,29950,214,50000,29950
0.15524543817595404,0.7973045662458795,2025-06-04 13:35:11.263,1749044111,TSWD193,ISL0591P_A_1,Kerf Check Start,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,3936,984,293.0,27552,19680,-492,-492,780,710,105156,84836,0,0,800,710,206,204,141,129,50000,40000,507,49950,40000
0.15521636797497335,0.7972126651605319,2025-06-04 03:30:54.323,1749007854,TSWD193,ISL0591P_A_1,Kerf Check End,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,2952,984,293.0,26568,17712,0,1476,780,710,105156,64770,0,0,800,710,206,204,139,130,50000,40000,499,49950,40000
0.15520635668153815,0.7971810159561443,2025-05-31 11:33:32.523,1748691212,TSWD193,STM0022S_B,Kerf Check Start,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,3048,3048,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,2952,13776,313.0,23616,17712,2460,-3444,800,610,199898,206502,0,0,780,630,206,204,141,206,50000,29970,214,50000,29970
0.15520635668153815,0.7971810159561443,2025-05-31 11:33:32.523,1748691212,TSWD193,STM0022S_B,Kerf Check Start,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,3048,3048,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,2952,13776,313.0,23616,17712,2460,-3444,800,610,199898,206502,0,0,780,630,206,204,141,206,50000,29970,214,50000,29970
0.15518049534199768,0.7970992592055153,2025-06-05 01:15:58.177,1749086158,TSWD193,ISL0591P_A_2,Kerf Check End,SW00000109,2.1874,0.0012,Hub,SW00000150,2.1874,0.00096,Hub,50800000,50800000,1000.0,800.0,1000.0,800.0,3048,3048,-700.0,-700.0,-650.0,-700.0,200.0,50000,40000,7872,0,294.0,24600,22632,0,0,800,710,105156,84836,0,0,780,710,132,202,141,207,49950,40000,213,49950,40000
0.1551745016182412,0.7970803109457885,2025-06-01 16:36:50.870,1748795810,TSWD193,STM0022S_B,Kerf Check Start,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,1968,8856,293.0,23616,12792,492,-984,800,630,199898,206502,0,0,800,630,205,204,142,130,49950,29970,214,50000,29950
0.15517386404766337,0.797078295361922,2025-06-01 12:06:53.110,1748779613,TSWD193,STM0022S_B,Kerf Check Start,SW00000223,2.187,0.001,Hub,SW00000224,2.1874,0.001,Hub,29999940,29999940,1200.0,800.0,1200.0,800.0,5080,5080,-700.0,-700.0,-650.0,-700.0,200.0,50000,30000,1968,2952,294.0,24600,14760,984,0,800,610,199898,206502,0,0,780,630,204,202,140,129,49950,29970,214,50000,29950
